"Year","EnGHG","StockScen","CharScen","RenScen","ElecScen","EmGHG","RenGHG","TotGHG","Housing_Scenario","New House Chars","StockScenario","UniqScen","ElecRen","Elec_Ren Scen","DiffGHG","Strategy"
2044,226.243529818707,"3","D","ER","LREC",48.9469722522528,6.40383292259133,281.594334993552,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",184.847519517258,"7. CFE35 Electricity Supply"
2045,213.423322939513,"3","D","ER","LREC",48.7158856025651,6.25712900870694,268.396337550785,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",174.910370120184,"7. CFE35 Electricity Supply"
2046,202.363908874313,"3","D","ER","LREC",48.471661793611,5.72549701219622,256.56106768012,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",166.271082841177,"7. CFE35 Electricity Supply"
2047,192.966681884302,"3","D","ER","LREC",48.2578893360229,5.72054779024073,246.945119010565,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",158.897454970532,"7. CFE35 Electricity Supply"
2048,185.070282630654,"3","D","ER","LREC",48.0820288006598,5.72239394968207,238.874705380995,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",152.68383206067,"7. CFE35 Electricity Supply"
2049,178.513351774541,"3","D","ER","LREC",47.9104219475566,5.70121696905411,232.124990691152,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",147.524559664011,"7. CFE35 Electricity Supply"
2050,173.134529977139,"3","D","ER","LREC",47.7869540266633,5.69926829409213,226.620752297894,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",143.313983332976,"7. CFE35 Electricity Supply"
2051,168.764118632955,"3","D","ER","LREC",47.6668431445479,5.05753608967125,221.488497867174,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",139.932025776016,"7. CFE35 Electricity Supply"
2052,165.199062069837,"3","D","ER","LREC",47.5775911135716,5.12740513501202,217.90405831842,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",137.200918325707,"7. CFE35 Electricity Supply"
2053,162.227965348968,"3","D","ER","LREC",47.4637081779151,5.08498647968776,214.77666000657,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",134.928469470654,"7. CFE35 Electricity Supply"
2054,159.639433531531,"3","D","ER","LREC",47.3653779630472,4.97621816872903,211.981029663307,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",132.922487699463,"7. CFE35 Electricity Supply"
2055,157.22207167871,"3","D","ER","LREC",47.2582374462382,5.01681856042664,209.497127685375,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",130.990781500741,"7. CFE35 Electricity Supply"
2056,154.76615270502,"3","D","ER","LREC",47.1785864296173,4.41402477678548,206.358763911423,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",128.944043931888,"7. CFE35 Electricity Supply"
2057,152.06862093831,"3","D","ER","LREC",47.0758772894902,4.39677725765888,203.541275485459,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",126.604506325477,"7. CFE35 Electricity Supply"
2058,148.92808855976,"3","D","ER","LREC",46.9889551765403,4.43582760519331,200.352871341494,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",123.79728458288,"7. CFE35 Electricity Supply"
2059,145.143167750552,"3","D","ER","LREC",46.956962060237,4.29636567327693,196.396495484066,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",120.347494605463,"7. CFE35 Electricity Supply"
2060,140.512470691868,"3","D","ER","LREC",46.956962060237,4.40763524966118,191.877068001766,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_LREC","LREC_ER","LREC_ER",116.080252294597,"7. CFE35 Electricity Supply"
2020,807.37282925344,"3","D","ER","CFE",61.8257427137602,0,869.1985719672,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",869.1985719672,"8. Residual Emissions"
2021,808.245309615736,"3","D","ER","CFE",62.3008604073116,8.72246268555426,879.268632708602,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",879.268632708602,"8. Residual Emissions"
2022,799.198658914321,"3","D","ER","CFE",62.3339875672517,8.57075321059618,870.103399692169,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",870.103399692169,"8. Residual Emissions"
2023,781.520076443731,"3","D","ER","CFE",62.1970343390365,8.82066471873945,852.537775501507,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",852.537775501507,"8. Residual Emissions"
2024,756.496761498504,"3","D","ER","CFE",61.8672078018547,8.70348682987454,827.067456130234,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",827.067456130234,"8. Residual Emissions"
2025,725.415913373177,"3","D","ER","CFE",61.4734276472464,8.5574888910274,795.446829911451,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",795.446829911451,"8. Residual Emissions"
2026,678.317533682833,"3","D","ER","CFE",60.8622747509919,8.05540021476516,747.23520864859,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",747.23520864859,"8. Residual Emissions"
2027,623.962315786505,"3","D","ER","CFE",60.107985958275,7.9139062702554,691.984208015036,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",691.984208015036,"8. Residual Emissions"
2028,563.196290472385,"3","D","ER","CFE",59.2244652047569,8.06087670292337,630.481632380066,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",630.481632380066,"8. Residual Emissions"
2029,496.865488528666,"3","D","ER","CFE",58.2899611845058,8.0120637886273,563.167513501799,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",563.167513501799,"8. Residual Emissions"
2030,425.815940743541,"3","D","ER","CFE",57.4224531267258,8.12081699953525,491.359210869802,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",491.359210869802,"8. Residual Emissions"
2031,351.496531180999,"3","D","ER","CFE",56.4987744897422,7.47332946086124,415.468635131603,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",415.468635131603,"8. Residual Emissions"
2032,277.767557008223,"3","D","ER","CFE",55.6232013177719,7.44132638241325,340.832084708408,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",340.832084708408,"8. Residual Emissions"
2033,209.092168668192,"3","D","ER","CFE",54.7283057392651,7.48288550840311,271.30335991586,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",271.30335991586,"8. Residual Emissions"
2034,149.933516603884,"3","D","ER","CFE",53.9389697245837,7.57247633970326,211.444962668171,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",211.444962668171,"8. Residual Emissions"
2035,104.75475125828,"3","D","ER","CFE",53.1643030603683,7.49095374708568,165.410008065734,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",165.410008065734,"8. Residual Emissions"
2036,93.7345754795489,"3","D","ER","CFE",52.5031265732063,6.92996458958983,153.167666642345,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",153.167666642345,"8. Residual Emissions"
2037,83.7231083592944,"3","D","ER","CFE",51.8362047132121,6.96950956186996,142.528822634376,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",142.528822634376,"8. Residual Emissions"
2038,74.7310980203679,"3","D","ER","CFE",51.152574689727,6.98164583007829,132.865318540173,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",132.865318540173,"8. Residual Emissions"
2039,66.7692925856212,"3","D","ER","CFE",50.6373946653139,6.89319983671726,124.299887087652,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",124.299887087652,"8. Residual Emissions"
2040,59.848440177906,"3","D","ER","CFE",50.5077700995408,6.90810618092065,117.264316458367,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",117.264316458367,"8. Residual Emissions"
2041,53.9575152798716,"3","D","ER","CFE",50.0313196046652,6.38408408041951,110.372918964956,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",110.372918964956,"8. Residual Emissions"
2042,48.9983978133586,"3","D","ER","CFE",49.6073791692894,6.28705929004441,104.892836272692,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",104.892836272692,"8. Residual Emissions"
2043,44.8511940600052,"3","D","ER","CFE",49.2432979598485,6.37736855653685,100.471860576391,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",100.471860576391,"8. Residual Emissions"
2044,41.3960103014494,"3","D","ER","CFE",48.9469722522528,6.40383292259133,96.7468154762936,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",96.7468154762936,"8. Residual Emissions"
2045,38.5129528193295,"3","D","ER","CFE",48.7158856025651,6.25712900870694,93.4859674306016,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",93.4859674306016,"8. Residual Emissions"
2046,36.0928260331363,"3","D","ER","CFE",48.471661793611,5.72549701219622,90.2899848389435,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",90.2899848389435,"8. Residual Emissions"
2047,34.06922691377,"3","D","ER","CFE",48.2578893360229,5.72054779024073,88.0476640400337,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",88.0476640400337,"8. Residual Emissions"
2048,32.3864505699838,"3","D","ER","CFE",48.0820288006598,5.72239394968207,86.1908733203256,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",86.1908733203256,"8. Residual Emissions"
2049,30.9887921105305,"3","D","ER","CFE",47.9104219475566,5.70121696905411,84.6004310271412,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",84.6004310271412,"8. Residual Emissions"
2050,29.820546644163,"3","D","ER","CFE",47.7869540266633,5.69926829409213,83.3067689649185,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",83.3067689649185,"8. Residual Emissions"
2051,28.8320928569384,"3","D","ER","CFE",47.6668431445479,5.05753608967125,81.5564720911575,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",81.5564720911575,"8. Residual Emissions"
2052,27.9981437441296,"3","D","ER","CFE",47.5775911135716,5.12740513501202,80.7031399927133,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",80.7031399927133,"8. Residual Emissions"
2053,27.2994958783137,"3","D","ER","CFE",47.4637081779151,5.08498647968776,79.8481905359165,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",79.8481905359165,"8. Residual Emissions"
2054,26.7169458320676,"3","D","ER","CFE",47.3653779630472,4.97621816872903,79.0585419638438,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",79.0585419638438,"8. Residual Emissions"
2055,26.2312901779684,"3","D","ER","CFE",47.2582374462382,5.01681856042664,78.5063461846332,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",78.5063461846332,"8. Residual Emissions"
2056,25.8221087731323,"3","D","ER","CFE",47.1785864296173,4.41402477678548,77.4147199795351,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",77.4147199795351,"8. Residual Emissions"
2057,25.4641146128323,"3","D","ER","CFE",47.0758772894902,4.39677725765888,76.9367691599814,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",76.9367691599814,"8. Residual Emissions"
2058,25.1308039768806,"3","D","ER","CFE",46.9889551765403,4.43582760519331,76.5555867586142,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",76.5555867586142,"8. Residual Emissions"
2059,24.7956731450894,"3","D","ER","CFE",46.956962060237,4.29636567327693,76.0490008786033,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",76.0490008786033,"8. Residual Emissions"
2060,24.4322183972709,"3","D","ER","CFE",46.956962060237,4.40763524966118,75.7968157071691,"3D High Multifamily IE & RFA","D. RFA + IE","3 Hi Multifamily","3_D_ER_CFE","CFE_ER","CFE_ER",75.7968157071691,"8. Residual Emissions"
